shape1_sides,shape1_shade,shape1_texture,shape2_sides,shape2_shade,shape2_texture,shape3_sides,shape3_shade,shape3_texture,value,metric,metric_value
triangle,high,dots,triangle,high,dots,triangle,medium,dots,-9.016523610849736,,
triangle,low,plain,triangle,low,plain,triangle,medium,stripes,-9.016523610849736,,
triangle,medium,dots,triangle,high,dots,triangle,high,dots,-9.016523610849736,,
triangle,medium,dots,triangle,high,dots,triangle,high,stripes,-9.016523610849736,,
triangle,low,plain,triangle,low,plain,triangle,medium,dots,-9.016523610849736,,
triangle,medium,dots,triangle,low,dots,triangle,low,plain,-9.016523610849736,,
triangle,high,dots,triangle,high,dots,triangle,medium,stripes,-9.016523610849736,,
triangle,low,stripes,triangle,low,plain,triangle,medium,dots,-9.016523610849736,,
triangle,low,stripes,triangle,low,dots,triangle,medium,plain,-9.016523610849736,,
triangle,high,dots,triangle,high,stripes,triangle,medium,dots,-9.016523610849736,,
triangle,low,stripes,triangle,medium,plain,triangle,low,dots,-9.016523610849736,,
triangle,high,plain,triangle,high,stripes,triangle,medium,dots,-9.016523610849736,,
triangle,high,stripes,triangle,medium,plain,triangle,high,plain,-9.016523610849736,,
triangle,high,plain,triangle,medium,dots,triangle,high,dots,-9.016523610849736,,
triangle,medium,stripes,triangle,low,plain,triangle,low,dots,-9.016523610849736,,
triangle,low,stripes,triangle,medium,plain,triangle,low,stripes,-9.016523610849736,,
triangle,high,plain,triangle,high,dots,triangle,medium,plain,-9.016523610849736,,
triangle,low,stripes,triangle,low,stripes,triangle,medium,stripes,-9.016523610849736,,
triangle,medium,dots,triangle,high,stripes,triangle,high,plain,-9.016523610849736,,
triangle,medium,dots,triangle,low,stripes,triangle,low,dots,-9.016523610849736,,
triangle,medium,plain,triangle,high,dots,triangle,high,stripes,-9.016523610849736,,
triangle,low,plain,triangle,medium,dots,triangle,low,plain,-9.016523610849736,,
triangle,medium,plain,triangle,high,dots,triangle,high,dots,-9.016523610849736,,
triangle,low,plain,triangle,low,plain,triangle,medium,plain,-9.016523610849736,,
triangle,medium,dots,triangle,high,stripes,triangle,high,stripes,-9.016523610849736,,
triangle,low,stripes,triangle,low,stripes,triangle,medium,dots,-9.016523610849736,,
triangle,low,stripes,triangle,medium,plain,triangle,low,plain,-9.016523610849736,,
triangle,medium,plain,triangle,high,plain,triangle,high,dots,-9.016523610849736,,
triangle,low,plain,triangle,medium,plain,triangle,low,plain,-9.016523610849736,,
triangle,medium,stripes,triangle,high,stripes,triangle,high,plain,-9.016523610849736,,
triangle,medium,plain,triangle,high,plain,triangle,high,stripes,-9.016523610849736,,
triangle,low,stripes,triangle,medium,dots,triangle,low,stripes,-9.016523610849736,,
triangle,high,dots,triangle,medium,stripes,triangle,high,plain,-9.016523610849736,,
triangle,high,dots,triangle,medium,dots,triangle,high,plain,-9.016523610849736,,
triangle,high,dots,triangle,high,dots,triangle,medium,plain,-9.016523610849736,,
triangle,low,plain,triangle,medium,dots,triangle,low,stripes,-9.016523610849736,,
triangle,low,dots,triangle,low,plain,triangle,medium,stripes,-9.016523610849736,,
triangle,high,plain,triangle,high,stripes,triangle,medium,plain,-9.016523610849736,,
triangle,medium,stripes,triangle,low,plain,triangle,low,plain,-9.016523610849736,,
triangle,high,stripes,triangle,high,dots,triangle,medium,plain,-9.016523610849736,,
triangle,high,plain,triangle,medium,dots,triangle,high,plain,-9.016523610849736,,
triangle,medium,dots,triangle,low,plain,triangle,low,stripes,-9.016523610849736,,
triangle,medium,dots,triangle,low,stripes,triangle,low,stripes,-9.016523610849736,,
triangle,low,dots,triangle,low,stripes,triangle,medium,stripes,-9.016523610849736,,
triangle,medium,plain,triangle,low,dots,triangle,low,stripes,-9.016523610849736,,
triangle,medium,plain,triangle,low,dots,triangle,low,dots,-9.016523610849736,,
triangle,medium,plain,triangle,low,stripes,triangle,low,stripes,-9.016523610849736,,
triangle,low,dots,triangle,low,stripes,triangle,medium,plain,-9.016523610849736,,
triangle,medium,dots,triangle,low,stripes,triangle,low,plain,-9.016523610849736,,
triangle,medium,dots,triangle,low,plain,triangle,low,dots,-9.016523610849736,,
triangle,high,stripes,triangle,high,dots,triangle,medium,stripes,-9.016523610849736,,
triangle,medium,stripes,triangle,low,dots,triangle,low,plain,-9.016523610849736,,
triangle,medium,stripes,triangle,low,stripes,triangle,low,plain,-9.016523610849736,,
triangle,medium,plain,triangle,high,stripes,triangle,high,stripes,-9.016523610849736,,
triangle,medium,plain,triangle,high,dots,triangle,high,plain,-9.016523610849736,,
triangle,low,plain,triangle,medium,dots,triangle,low,dots,-9.016523610849736,,
triangle,high,plain,triangle,high,stripes,triangle,medium,stripes,-9.016523610849736,,
circle,medium,stripes,circle,high,dots,circle,high,dots,-9.016523610849736,,
circle,low,plain,circle,medium,stripes,circle,low,plain,-9.016523610849736,,
circle,high,stripes,circle,high,stripes,circle,medium,plain,-9.016523610849736,,
square,high,plain,square,high,stripes,square,medium,stripes,-9.016523610849736,,
square,medium,dots,square,low,dots,square,low,plain,-9.016523610849736,,
square,medium,plain,square,low,stripes,square,low,dots,-9.016523610849736,,
square,low,plain,square,low,dots,square,medium,stripes,-9.016523610849736,,
square,low,stripes,square,low,stripes,square,medium,dots,-9.016523610849736,,
square,high,stripes,square,medium,dots,square,high,dots,-9.016523610849736,,
square,medium,dots,square,low,plain,square,low,plain,-9.016523610849736,,
square,low,stripes,square,low,dots,square,medium,stripes,-9.016523610849736,,
square,high,stripes,square,high,stripes,square,medium,dots,-9.016523610849736,,
circle,high,plain,circle,medium,dots,circle,high,plain,-9.016523610849736,,
square,low,stripes,square,low,dots,square,medium,dots,-9.016523610849736,,
square,medium,plain,square,low,plain,square,low,dots,-9.016523610849736,,
square,medium,stripes,square,low,stripes,square,low,dots,-9.016523610849736,,
square,medium,dots,square,low,plain,square,low,stripes,-9.016523610849736,,
square,low,plain,square,low,dots,square,medium,dots,-9.016523610849736,,
square,high,stripes,square,medium,dots,square,high,stripes,-9.016523610849736,,
square,low,stripes,square,low,stripes,square,medium,stripes,-9.016523610849736,,
square,high,plain,square,high,plain,square,medium,dots,-9.016523610849736,,
square,medium,dots,square,low,dots,square,low,stripes,-9.016523610849736,,
square,medium,plain,square,low,plain,square,low,plain,-9.016523610849736,,
square,medium,plain,square,low,stripes,square,low,stripes,-9.016523610849736,,
square,medium,stripes,square,low,dots,square,low,plain,-9.016523610849736,,
square,high,stripes,square,high,plain,square,medium,dots,-9.016523610849736,,
square,low,stripes,square,low,plain,square,medium,dots,-9.016523610849736,,
square,medium,plain,square,high,dots,square,high,dots,-9.016523610849736,,
square,high,dots,square,medium,plain,square,high,plain,-9.016523610849736,,
square,low,stripes,square,low,plain,square,medium,plain,-9.016523610849736,,
square,high,stripes,square,high,plain,square,medium,plain,-9.016523610849736,,
square,medium,dots,square,high,dots,square,high,dots,-9.016523610849736,,
square,medium,stripes,square,low,stripes,square,low,plain,-9.016523610849736,,
square,low,plain,square,medium,stripes,square,low,plain,-9.016523610849736,,
square,high,stripes,square,high,dots,square,medium,dots,-9.016523610849736,,
square,medium,stripes,square,low,stripes,square,low,stripes,-9.016523610849736,,
square,low,plain,square,medium,plain,square,low,dots,-9.016523610849736,,
square,medium,dots,square,high,stripes,square,high,stripes,-9.016523610849736,,
square,low,plain,square,low,dots,square,medium,plain,-9.016523610849736,,
square,low,dots,square,low,dots,square,medium,dots,-9.016523610849736,,
square,high,plain,square,high,plain,square,medium,stripes,-9.016523610849736,,
square,high,plain,square,high,plain,square,medium,plain,-9.016523610849736,,
square,medium,dots,square,high,plain,square,high,dots,-9.016523610849736,,
square,low,dots,square,medium,plain,square,low,stripes,-9.016523610849736,,
square,medium,stripes,square,high,stripes,square,high,plain,-9.016523610849736,,
square,high,plain,square,medium,dots,square,high,dots,-9.016523610849736,,
square,low,plain,square,medium,dots,square,low,stripes,-9.016523610849736,,
square,high,dots,square,high,stripes,square,medium,plain,-9.016523610849736,,
square,low,plain,square,medium,dots,square,low,plain,-9.016523610849736,,
square,medium,stripes,square,high,stripes,square,high,stripes,-9.016523610849736,,
square,low,dots,square,medium,plain,square,low,plain,-9.016523610849736,,
square,low,dots,square,medium,dots,square,low,dots,-9.016523610849736,,
square,low,plain,square,low,plain,square,medium,plain,-9.016523610849736,,
square,medium,stripes,square,high,stripes,square,high,dots,-9.016523610849736,,
square,medium,stripes,square,low,plain,square,low,plain,-9.016523610849736,,
square,low,dots,square,medium,stripes,square,low,plain,-9.016523610849736,,
square,low,plain,square,low,plain,square,medium,stripes,-9.016523610849736,,
circle,low,dots,circle,medium,stripes,circle,low,dots,-9.016523610849736,,
square,high,dots,square,medium,stripes,square,high,plain,-9.016523610849736,,
square,high,stripes,square,medium,plain,square,high,plain,-9.016523610849736,,
square,high,plain,square,high,dots,square,medium,dots,-9.016523610849736,,
square,high,dots,square,medium,stripes,square,high,dots,-9.016523610849736,,
square,medium,dots,square,low,dots,square,low,dots,-9.016523610849736,,
square,medium,stripes,square,high,dots,square,high,stripes,-9.016523610849736,,
square,medium,dots,square,low,plain,square,low,dots,-9.016523610849736,,
square,low,stripes,square,low,dots,square,medium,plain,-9.016523610849736,,
square,low,stripes,square,low,stripes,square,medium,plain,-9.016523610849736,,
square,high,plain,square,high,stripes,square,medium,plain,-9.016523610849736,,
square,medium,plain,square,high,plain,square,high,dots,-9.016523610849736,,
square,high,stripes,square,medium,plain,square,high,dots,-9.016523610849736,,
square,low,dots,square,medium,plain,square,low,dots,-9.016523610849736,,
square,high,stripes,square,medium,plain,square,high,stripes,-9.016523610849736,,
square,high,dots,square,medium,stripes,square,high,stripes,-9.016523610849736,,
square,low,dots,square,medium,stripes,square,low,dots,-9.016523610849736,,
square,low,stripes,square,medium,dots,square,low,plain,-9.016523610849736,,
square,medium,stripes,square,high,plain,square,high,plain,-9.016523610849736,,
square,low,dots,square,medium,stripes,square,low,stripes,-9.016523610849736,,
square,low,stripes,square,medium,plain,square,low,dots,-9.016523610849736,,
square,high,stripes,square,high,stripes,square,medium,plain,-9.016523610849736,,
square,low,plain,square,medium,stripes,square,low,stripes,-9.016523610849736,,
square,high,dots,square,high,plain,square,medium,dots,-9.016523610849736,,
square,high,plain,square,medium,dots,square,high,stripes,-9.016523610849736,,
square,high,plain,square,medium,stripes,square,high,plain,-9.016523610849736,,
square,medium,plain,square,low,dots,square,low,plain,-9.016523610849736,,
square,low,plain,square,low,plain,square,medium,dots,-9.016523610849736,,
square,high,stripes,square,medium,stripes,square,high,dots,-9.016523610849736,,
square,high,plain,square,medium,plain,square,high,stripes,-9.016523610849736,,
square,high,dots,square,medium,dots,square,high,stripes,-9.016523610849736,,
square,low,stripes,square,medium,stripes,square,low,dots,-9.016523610849736,,
square,high,dots,square,medium,dots,square,high,plain,-9.016523610849736,,
square,low,stripes,square,medium,dots,square,low,stripes,-9.016523610849736,,
square,medium,stripes,square,high,plain,square,high,dots,-9.016523610849736,,
square,low,stripes,square,medium,stripes,square,low,plain,-9.016523610849736,,
square,low,stripes,square,medium,stripes,square,low,stripes,-9.016523610849736,,
square,medium,stripes,square,high,plain,square,high,stripes,-9.016523610849736,,
square,low,stripes,square,medium,dots,square,low,dots,-9.016523610849736,,
square,low,plain,square,medium,dots,square,low,dots,-9.016523610849736,,
square,high,plain,square,medium,dots,square,high,plain,-9.016523610849736,,
square,low,plain,square,low,stripes,square,medium,dots,-9.016523610849736,,
square,medium,plain,square,low,dots,square,low,stripes,-9.016523610849736,,
square,medium,dots,square,high,plain,square,high,stripes,-9.016523610849736,,
square,high,stripes,square,medium,stripes,square,high,plain,-9.016523610849736,,
square,low,dots,square,medium,dots,square,low,plain,-9.016523610849736,,
square,medium,stripes,square,low,plain,square,low,stripes,-9.016523610849736,,
square,medium,plain,square,low,dots,square,low,dots,-9.016523610849736,,
square,high,plain,square,medium,stripes,square,high,dots,-9.016523610849736,,
square,high,dots,square,high,plain,square,medium,stripes,-9.016523610849736,,
square,high,dots,square,high,stripes,square,medium,dots,-9.016523610849736,,
square,high,dots,square,high,stripes,square,medium,stripes,-9.016523610849736,,
square,high,dots,square,high,plain,square,medium,plain,-9.016523610849736,,
square,high,plain,square,medium,stripes,square,high,stripes,-9.016523610849736,,
square,high,stripes,square,medium,stripes,square,high,stripes,-9.016523610849736,,
square,medium,dots,square,high,plain,square,high,plain,-9.016523610849736,,
square,high,plain,square,medium,plain,square,high,dots,-9.016523610849736,,
square,high,plain,square,medium,plain,square,high,plain,-9.016523610849736,,
square,medium,plain,square,high,dots,square,high,stripes,-9.016523610849736,,
square,low,dots,square,low,stripes,square,medium,dots,-9.016523610849736,,
square,low,plain,square,medium,stripes,square,low,dots,-9.016523610849736,,
square,low,dots,square,low,plain,square,medium,plain,-9.016523610849736,,
square,high,dots,square,high,dots,square,medium,stripes,-9.016523610849736,,
square,high,dots,square,high,dots,square,medium,plain,-9.016523610849736,,
square,low,dots,square,low,plain,square,medium,stripes,-9.016523610849736,,
square,medium,dots,square,low,stripes,square,low,dots,-9.016523610849736,,
square,low,dots,square,low,dots,square,medium,stripes,-9.016523610849736,,
square,low,dots,square,low,stripes,square,medium,plain,-9.016523610849736,,
square,high,dots,square,medium,plain,square,high,stripes,-9.016523610849736,,
square,low,stripes,square,low,plain,square,medium,stripes,-9.016523610849736,,
square,low,plain,square,medium,plain,square,low,plain,-9.016523610849736,,
square,medium,dots,square,high,dots,square,high,stripes,-9.016523610849736,,
square,high,stripes,square,high,plain,square,medium,stripes,-9.016523610849736,,
square,low,plain,square,low,stripes,square,medium,plain,-9.016523610849736,,
square,medium,plain,square,low,stripes,square,low,plain,-9.016523610849736,,
square,low,stripes,square,medium,plain,square,low,stripes,-9.016523610849736,,
square,high,stripes,square,high,stripes,square,medium,stripes,-9.016523610849736,,
square,medium,plain,square,high,stripes,square,high,plain,-9.016523610849736,,
square,medium,dots,square,low,stripes,square,low,stripes,-9.016523610849736,,
square,medium,stripes,square,low,dots,square,low,stripes,-9.016523610849736,,
